ngram freq
felt_it_was 2
to_wait_for 2
north_of_the 2
of_the_city 2
year_but_not 2
on_the_way 2
the_way_to 2
with_the_green 2
the_green_spring 2
to_do_what 2
spent_the_last 2
the_last_few 2
for_the_first 2
years_ago_when 2
to_make_the 2
at_her_home 2
a_chance_to 2
about_times_more 2
times_more_likely 2
more_likely_to 2
likely_to_be 2
the_decision_to 2
in_the_first 2
in_a_court 2
the_lakers_lead 2
midway_through_the 2
through_the_first 2
the_city_council 2
and_i'm_not 2
to_move_the 2
and_high_school 2
high_school_students 2
who_have_been 2
it_and_the 2
the_quality_of 2
the_benefit_of 2
up_on_the 2
in_the_winter 2
the_state_according 2
state_according_to 2
needs_to_be 2
a_link_between 2
need_to_be 2
especially_since_the 2
it_should_be 2
the_current_crop 2
current_crop_of 2
science_and_technology 2
i_wasn't_going 2
wasn't_going_to 2
members_of_congress 2
wrote_a_letter 2
a_letter_to 2
the_death_of 2
said_â_œwe 2
the_game_the 2
looked_just_like 2
to_start_the 2
the_wall_street 2
wall_street_journal 2
the_corner_of 2
to_come_out 2
come_out_of 2
which_is_being 2
police_said_he 2
which_is_why 2
at_the_u.s 2
the_fourth_quarter 2
is_a_big 2
out_for_the 2
ahead_of_the 2
contributions_to_the 2
in_new_jersey 2
as_a_republican 2
as_an_independent 2
in_high_school 2
the_world_of 2
that_there_are 2
was_the_first 2
your_debit_card 2
weâ_re_not 2
of_the_dodgers 2
has_been_criticized 2
did_not_know 2
a_few_months 2
said_he_would 2
an_increase_in 2
of_us_are 2
he_called_a 2
a_cast_of 2
the_rest_of 2
rest_of_the 2
she_had_been 2
in_north_america 2
that_he_was 2
in_the_night 2
to_disclose_the 2
at_the_time 2
the_time_of 2
time_of_the 2
of_the_sale 2
department_of_education 2
the_case_of 2
the_town_of 2
one_of_three 2
according_to_a 2
financial_aid_for 2
institute_of_technology 2
envisioned_when_he 2
look_for_the 2
the_same_amount 2
same_amount_of 2
can_work_in 2
to_receive_the 2
and_that_they 2
do_so_in 2
not_be_the 2
earlier_this_month 2
to_do_it 2
i_know_it 2
of_them_in 2
a_number_of 2
points_on_shooting 2
your_work_in 2
in_fiction_films 2
to_take_the 2
to_make_a 2
way_they_are 2
of_the_state 2
as_well_as 2
based_on_the 2
the_u.s_and 2
between_the_two 2
between_the_world's 2
for_at_least 2
it's_hard_to 2
over_the_past 2
grapes_and_juice 2
charged_with_a 2
with_a_blown 2
a_blown_save 2
the_winter_and 2
is_trying_to 2
the_indians_and 2
scored_in_the 2
in_the_final 2
the_final_minute 2
hits_in_the 2
a_pair_of 2
on_nov_and 2
the_role_of 2
of_the_line 2
scored_on_a 2
of_the_first 2
she_said_she 2
he_tried_to 2
worked_on_the 2
but_there_was 2
from_a.m_p.m 2
a_spokesman_for 2
coach_of_the 2
during_the_last 2
music_room_has 2
been_able_to 2
state_of_the 2
don't_expect_to 2
a_long_way 2
long_way_to 2
it_in_the 2
went_to_the 2
i_had_a 2
and_chief_executive 2
but_he_said 2
he_said_it 2
to_become_a 2
of_the_past 2
have_been_on 2
at_the_company 2
in_a_statement 2
to_take_a 2
who_is_also 2
at_el_bulli 2
marijuana_in_the 2
the_state_has 2
to_more_than 2
the_department_of 2
starting_to_feel 2
to_feel_comfortable 2
feel_comfortable_with 2
and_if_you 2
at_the_farnborough 2
to_all_of 2
all_of_us 2
said_we_have 2
we_have_no 2
in_the_sixth 2
cwd_management_area 2
in_a_safe 2
up_in_the 2
for_unemployment_benefits 2
in_the_game 2
he_was_a 2
he_is_a 2
back_to_the 2
i_do_not 2
where_they_were 2
we_want_to 2
he_joined_the 2
to_be_used 2
be_used_for 2
of_st_louis 2
closures_are_also 2
are_also_expected 2
in_the_area 2
three_years_ago 2
in_front_of 2
there_is_no 2
no_indication_that 2
said_he's_not 2
want_to_see 2
was_part_of 2
director_of_the 2
in_northern_california 2
the_university_of 2
of_the_colorado 2
this_coming_season 2
in_lieu_of 2
no_on_the 2
not_sure_we'll 2
to_have_a 2
work_to_be 2
more_than_years 2
a_few_years 2
said_the_cause 2
police_and_fire 2
along_with_the 2
to_make_it 2
as_one_of 2
to_deal_with 2
that_has_been 2
has_been_a 2
a_news_conference 2
of_the_team 2
over_and_over 2
g_protein_g 2
for_the_broncs 2
in_the_second 2
an_rbi_single 2
valley_zinfandel_a 2
in_recent_years 2
return_to_the 2
a_native_of 2
the_country_illegally 2
early_in_the 2
it_is_like 2
allowed_him_to 2
a_little_something 2
the_justice_department 2
if_you're_feeling 2
the_front_of 2
orange_county_register 2
my_children_have 2
in_the_u.s 2
on_the_back 2
to_a_new 2
on_suspicion_of 2
to_have_the 2
when_they_are 2
to_the_senate 2
the_ball_in 2
ball_in_the 2
it's_going_to 2
said_â_œi 2
was_still_under 2
in_his_first 2
year_in_office 2
to_work_on 2
will_find_a 2
united_states_to 2
have_to_go 2
is_to_be 2
the_opportunity_to 2
on_more_than 2
to_do_this 2
that_will_help 2
the_risk_of 2
day_of_the 2
which_is_a 2
in_the_majors 2
fans_are_going 2
are_going_to 2
when_she_was 2
of_what_she 2
of_the_immigration 2
the_immigration_law 2
to_vote_on 2
she_said_the 2
a_little_bit 2
you're_going_to 2
going_to_take 2
that_i_had 2
my_goals_i 2
whether_some_of 2
of_england_who 2
to_go_out 2
according_to_an 2
the_past_two 2
story_of_the 2
it_is_a 2
a_loss_of 2
what_i_was 2
i_was_doing 2
block_of_south 2
to_her_daughter's 2
for_the_white 2
the_same_thing 2
party_and_a 2
with_her_husband 2
to_the_ground 2
the_focus_of 2
returned_to_the 2
more_than_people 2
all_of_the 2
more_of_a 2
is_one_of 2
of_the_most 2
jeu_de_balle 2
just_like_the 2
like_the_one 2
to_create_the 2
had_my_picture 2
my_picture_taken 2
or_more_points 2
to_find_out 2
find_out_if 2
the_team_with 2
team_with_the 2
up_with_this 2
that_the_corps 2
time_share_owners 2
to_death_and 2
the_way_for 2
that_he_had 2
to_build_the 2
the_new_map 2
has_a_new 2
in_the_general 2
a_long_time 2
flea_market_in 2
and_has_been 2
belief_that_he 2
the_chance_to 2
an_allied_manager 1
allied_manager_said 1
manager_said_he 1
said_he_knew 1
he_knew_of 1
knew_of_that 1
of_that_intention 1
that_intention_but 1
intention_but_deferred 1
but_deferred_comment 1
deferred_comment_to 1
comment_to_a 1
to_a_company 1
a_company_lawyer 1
company_lawyer_who 1
lawyer_who_did 1
a_call_seeking 1
call_seeking_comment 1
statewide_children_younger 1
children_younger_than 1
younger_than_are 1
than_are_in 1
are_in_that 1
in_that_high-needs 1
that_high-needs_category 1
high-needs_category_because 1
category_because_they're 1
because_they're_poor 1
they're_poor_their 1
poor_their_family's 1
their_family's_native 1
family's_native_language 1
native_language_isn't 1
language_isn't_english 1
isn't_english_or 1
english_or_they 1
or_they_have 1
have_a_disability 1
a_disability_or 1
disability_or_developmental 1
or_developmental_delay 1
last_week_liz 1
week_liz_warrenâ 1
campaign_told_the 1
told_the_boston 1
the_boston_herald 1
boston_herald_that 1
herald_that_they 1
that_they_â 1
they_â_œflatly 1
â_œflatly_denied 1
œflatly_denied_that 1
denied_that_she 1
that_she_ever 1
she_ever_touted 1
ever_touted_her 1
touted_her_native 1
her_native_american 1
native_american_background 1
american_background_professionally.â 1
everyone_will_go 1
will_go_crazy 1
go_crazy_if 1
crazy_if_he 1
if_he_does 1
he_does_it 1
does_it_odell 1
it_odell_whispered 1
odell_whispered_we 1
whispered_we_could 1
we_could_really 1
could_really_use 1
really_use_this 1
use_this_right 1
this_right_now 1
the_goal_of 1
goal_of_the 1
of_the_fellowship 1
the_fellowship_championed 1
fellowship_championed_by 1
championed_by_minutes 1
by_minutes_legend 1
minutes_legend_mike 1
legend_mike_wallace 1
mike_wallace_is 1
wallace_is_to 1
is_to_help 1
to_help_mid-career 1
help_mid-career_journalists 1
mid-career_journalists_grow 1
journalists_grow_as 1
grow_as_critical 1
as_critical_thinkers 1
critical_thinkers_opinion 1
thinkers_opinion_leaders 1
opinion_leaders_and 1
leaders_and_entrepreneurial 1
and_entrepreneurial_journalists 1
â_show_low 1
show_low_historical 1
low_historical_museum 1
historical_museum_local 1
museum_local_lore 1
local_lore_exhibits 1
lore_exhibits_prehistoric 1
exhibits_prehistoric_native 1
prehistoric_native_american 1
native_american_artifacts 1
american_artifacts_and 1
artifacts_and_turn-of-the-century 1
and_turn-of-the-century_photos 1
turn-of-the-century_photos_of 1
photos_of_the 1
of_the_town 1
the_town_details 1
town_details_call 1
details_call_or 1
or_visit_the 1
visit_the_museum's 1
the_museum's_website 1
museum's_website_at 1
website_at_www.showlowmuseum.com 1
it_was_amazing 1
was_amazing_kaitlyn 1
amazing_kaitlyn_said 1
kaitlyn_said_i 1
said_i_love 1
i_love_david 1
love_david_beckham 1
david_beckham_so 1
beckham_so_much 1
so_much_oh 1
much_oh_my 1
that_was_amazing 1
was_amazing_i 1
amazing_i_can't 1
i_can't_believe 1
can't_believe_i 1
believe_i_just 1
i_just_high-fived 1
just_high-fived_him 1
is_not_to 1
not_to_say 1
to_say_the 1
say_the_event 1
the_event_is 1
event_is_not 1
is_not_worthy 1
not_worthy_but 1
worthy_but_one 1
but_one_should 1
one_should_learn 1
should_learn_to 1
learn_to_walk 1
to_walk_before 1
walk_before_strutting 1
before_strutting_rather 1
strutting_rather_than 1
rather_than_mastering 1
than_mastering_the 1
mastering_the_details 1
the_details_that 1
details_that_would 1
that_would_lead 1
would_lead_to 1
lead_to_one 1
to_one_fabulous 1
one_fabulous_blow-out 1
fabulous_blow-out_day 1
blow-out_day_or 1
day_or_two 1
or_two_here 1
two_here_in 1
here_in_cleveland 1
in_cleveland_the 1
cleveland_the_almost-hit 1
the_almost-hit_events 1
almost-hit_events_are 1
events_are_spread 1
are_spread_out 1
spread_out_over 1
out_over_a 1
over_a_long 1
a_long_week 1
long_week_and 1
week_and_never 1
and_never_quite 1
never_quite_capture 1
quite_capture_the 1
capture_the_public 1
the_public_interest 1
public_interest_necessary 1
interest_necessary_to 1
necessary_to_become 1
to_become_truly 1
become_truly_significant 1
jay-uh-shree_in_india 1
in_india_it's 1
india_it's_bid-ree 1
it's_bid-ree_in 1
bid-ree_in_america 1
in_america_it's 1
america_it's_bi-darr-ee 1
this_year's_tour 1
year's_tour_features 1
tour_features_a 1
features_a_dozen 1
a_dozen_midcentury 1
dozen_midcentury_modern 1
midcentury_modern_homes 1
modern_homes_in 1
homes_in_the 1
in_the_phoenix 1
the_phoenix_neighborhood 1
phoenix_neighborhood_of 1
neighborhood_of_marion 1
of_marion_estates 1
marion_estates_bordering 1
estates_bordering_paradise 1
bordering_paradise_valley 1
paradise_valley_the 1
valley_the_hilly 1
the_hilly_enclave 1
hilly_enclave_of 1
enclave_of_custom 1
of_custom_homes 1
custom_homes_includes 1
homes_includes_work 1
includes_work_by 1
work_by_architects 1
by_architects_ralph 1
architects_ralph_haver 1
ralph_haver_blaine 1
haver_blaine_drake 1
blaine_drake_al 1
drake_al_beadle 1
al_beadle_and 1
beadle_and_charles 1
and_charles_schreiber 1
police_said_kellenyi 1
said_kellenyi_a 1
kellenyi_a_passenger 1
a_passenger_in 1
passenger_in_the 1
in_the_back 1
the_back_seat 1
back_seat_of 1
seat_of_a 1
of_a_saturn 1
a_saturn_was 1
saturn_was_killed 1
was_killed_in 1
killed_in_the 1
in_the_crash 1
the_crash_which 1
crash_which_occurred 1
which_occurred_at 1
occurred_at_p.m 1
at_p.m_saturday 1
p.m_saturday_night 1
saturday_night_at 1
at_the_intersection 1
the_intersection_of 1
intersection_of_pitman-downer 1
of_pitman-downer_road 1
pitman-downer_road_and 1
road_and_altair 1
and_altair_drive 1
while_there_are 1
there_are_clearly 1
are_clearly_some 1
clearly_some_cases 1
some_cases_of 1
cases_of_abuse 1
of_abuse_by 1
abuse_by_people 1
by_people_who 1
people_who_claim 1
who_claim_food 1
claim_food_stamps 1
food_stamps_but 1
stamps_but_don't 1
but_don't_really 1
don't_really_need 1
really_need_them 1
need_them_for 1
them_for_many 1
for_many_americans 1
many_americans_like 1
americans_like_saucedo 1
like_saucedo_there 1
saucedo_there_is 1
there_is_little 1
is_little_current 1
little_current_alternative 1
current_alternative_if 1
alternative_if_they 1
if_they_are 1
they_are_to 1
are_to_put 1
to_put_food 1
put_food_on 1
food_on_the 1
on_the_table 1
the_table_while 1
table_while_paying 1
while_paying_rent 1
paying_rent_and 1
rent_and_utility 1
and_utility_bills 1
big_commissioner_dan 1
commissioner_dan_beebe 1
dan_beebe_issued 1
beebe_issued_a 1
issued_a_statement 1
a_statement_monday 1
statement_monday_arguing 1
monday_arguing_the 1
arguing_the_case 1
the_case_for 1
case_for_texas 1
for_texas_and 1
texas_and_oklahoma 1
and_oklahoma_to 1
oklahoma_to_remain 1
to_remain_in 1
remain_in_the 1
in_the_conference 1
biery_who_also 1
who_also_plays 1
also_plays_linebacker 1
plays_linebacker_and 1
linebacker_and_safety 1
and_safety_and 1
safety_and_running 1
and_running_back 1
running_back_defensive 1
back_defensive_back 1
defensive_back_brad 1
back_brad_goldsberry 1
brad_goldsberry_also 1
goldsberry_also_picked 1
also_picked_off 1
picked_off_jacob 1
off_jacob_goldsberry 1
jacob_goldsberry_rushed 1
goldsberry_rushed_for 1
rushed_for_yards 1
yards_and_dalton 1
and_dalton_taylor 1
dalton_taylor_who 1
taylor_who_capped 1
who_capped_elizabeth's 1
capped_elizabeth's_first 1
elizabeth's_first_possession 1
first_possession_with 1
possession_with_a 1
with_a_47-yard 1
a_47-yard_td 1
47-yard_td_run 1
td_run_had 1
a_lot_more 1
lot_more_work 1
more_work_to 1
work_to_do 1
to_do_pawlenty 1
do_pawlenty_said 1
pawlenty_said_suggesting 1
said_suggesting_he 1
suggesting_he_wasn't 1
he_wasn't_dropping 1
wasn't_dropping_out 1
dropping_out_despite 1
out_despite_the 1
despite_the_disappointing 1
the_disappointing_finish 1
disappointing_finish_we 1
finish_we_are 1
we_are_just 1
are_just_beginning 1
of_those_savings 1
those_savings_she 1
savings_she_explains 1
she_explains_will 1
explains_will_come 1
will_come_from 1
come_from_changes 1
from_changes_to 1
to_the_medicare 1
the_medicare_program 1
medicare_program_government-funded 1
program_government-funded_health 1
government-funded_health_insurance 1
health_insurance_for 1
insurance_for_the 1
for_the_elderly 1
the_elderly_and 1
elderly_and_people 1
and_people_with 1
people_with_disabilities 1
about_percent_of 1
percent_of_third 1
of_third_federal's 1
third_federal's_lending 1
federal's_lending_portfolio 1
lending_portfolio_is 1
portfolio_is_in 1
is_in_home 1
in_home_equity 1
home_equity_lines 1
equity_lines_and 1
lines_and_loans 1
and_loans_in 1
loans_in_ohio 1
in_ohio_and 1
ohio_and_florida 1
and_florida_states 1
florida_states_where 1
states_where_home 1
where_home_values 1
home_values_are 1
values_are_falling 1
are_falling_as 1
falling_as_second 1
as_second_mortgages 1
second_mortgages_the 1
mortgages_the_home-equity 1
the_home-equity_products 1
home-equity_products_are 1
products_are_riskier 1
are_riskier_for 1
riskier_for_banks 1
for_banks_to 1
banks_to_offer 1
to_offer_than 1
offer_than_first 1
than_first_mortgages 1
said_the_closest 1
the_closest_historical 1
closest_historical_precedent 1
historical_precedent_to 1
precedent_to_obama's 1
to_obama's_statement 1
obama's_statement_was 1
statement_was_the 1
was_the_opposition 1
the_opposition_from 1
opposition_from_then-president 1
from_then-president_jimmy 1
then-president_jimmy_carter 1
jimmy_carter_and 1
carter_and_his 1
and_his_soon-to-be 1
his_soon-to-be_successor 1
soon-to-be_successor_ronald 1
successor_ronald_reagan 1
ronald_reagan_to 1
reagan_to_a 1
to_a_california 1
a_california_ballot 1
california_ballot_initiative 1
ballot_initiative_that 1
initiative_that_would 1
that_would_have 1
would_have_prevented 1
have_prevented_gays 1
prevented_gays_and 1
gays_and_lesbians 1
and_lesbians_from 1
lesbians_from_teaching 1
from_teaching_in 1
teaching_in_the 1
in_the_state's 1
the_state's_public 1
state's_public_schools 1
part_of_what 1
of_what_the 1
what_the_plans 1
the_plans_are 1
plans_are_is 1
are_is_that 1
is_that_there 1
that_there_will 1
be_an_area 1
an_area_enshrined 1
area_enshrined_for 1
enshrined_for_north 1
for_north_high 1
north_high_school 1
high_school_greenwald 1
school_greenwald_said 1
eye_empire_with 1
empire_with_ballz 1
with_ballz_deluxe 1
ballz_deluxe_p.m 1
deluxe_p.m_machine 1
p.m_machine_shop 1
machine_shop_dort 1
shop_dort_hwy 1
dort_hwy_flint 1
hwy_flint_and 1
flint_and_older 1
and_older_ages 1
jason_patton's_rbi 1
patton's_rbi_single 1
rbi_single_in 1
single_in_the 1
the_third_gave 1
third_gave_the 1
gave_the_rascals 1
the_rascals_a 1
rascals_a_lead 1
a_lead_and 1
lead_and_made 1
and_made_florence 1
made_florence_pay 1
florence_pay_for 1
pay_for_allowing 1
for_allowing_leadoff 1
allowing_leadoff_batter 1
leadoff_batter_danny 1
batter_danny_sawyer 1
danny_sawyer_to 1
sawyer_to_reach 1
to_reach_on 1
reach_on_a 1
on_a_fielding 1
a_fielding_error 1
whenever_i_write 1
i_write_a 1
write_a_play 1
a_play_i'm 1
play_i'm_always 1
i'm_always_like 1
always_like_who 1
like_who_is 1
who_is_the 1
the_best_partner 1
best_partner_says 1
partner_says_the 1
says_the_u.s 1
the_u.s_born 1
u.s_born_zimbabwe-raised 1
born_zimbabwe-raised_gurira 1
zimbabwe-raised_gurira_whose 1
gurira_whose_sunny 1
whose_sunny_slightly 1
sunny_slightly_proper 1
slightly_proper_accent 1
proper_accent_reflects 1
accent_reflects_the 1
reflects_the_british-style 1
the_british-style_education 1
british-style_education_she 1
education_she_received 1
she_received_in 1
received_in_africa 1
in_africa_emily 1
africa_emily_was 1
emily_was_immediately 1
was_immediately_at 1
immediately_at_the 1
at_the_top 1
the_top_of 1
of_the_list 1
the_list_i 1
list_i_just 1
i_just_felt 1
just_felt_like 1
felt_like_it 1
like_it_was 1
it_was_something 1
was_something_that 1
something_that_she 1
that_she_would 1
she_would_understand 1
would_understand_and 1
understand_and_take 1
and_take_to 1
take_to_and 1
to_and_nurture 1
and_nurture_and 1
nurture_and_helm 1
and_helm_in 1
helm_in_a 1
a_way_that 1
way_that_i 1
that_i_could 1
i_could_trust 1
the_restricted_free-agent 1
restricted_free-agent_pool 1
free-agent_pool_always 1
pool_always_has 1
always_has_more 1
has_more_youth 1
more_youth_and 1
youth_and_potential 1
and_potential_but 1
potential_but_also 1
but_also_can 1
also_can_be 1
can_be_a 1
be_a_dead 1
because_their_teams 1
their_teams_can 1
teams_can_match 1
can_match_any 1
match_any_offer 1
any_offer_just 1
offer_just_as 1
just_as_phoenix 1
as_phoenix_could 1
phoenix_could_for 1
could_for_brooks 1
for_brooks_or 1
brooks_or_robin 1
or_robin_lopez 1
robin_lopez_the 1
lopez_the_game 1
the_game_of 1
game_of_extending 1
of_extending_an 1
extending_an_offer 1
an_offer_sheet 1
offer_sheet_and 1
sheet_and_waiting 1
and_waiting_for 1
waiting_for_a 1
for_a_team's 1
a_team's_response 1
team's_response_can 1
response_can_paralyze 1
can_paralyze_other 1
paralyze_other_business 1
other_business_in 1
business_in_a 1
in_a_fast-moving 1
a_fast-moving_july 1
the_efforts_have 1
efforts_have_been 1
have_been_underway 1
been_underway_for 1
underway_for_some 1
for_some_time 1
some_time_golembeski 1
time_golembeski_added 1
we're_all_glad 1
all_glad_it's 1
glad_it's_over 1
it's_over_fortunately 1
over_fortunately_the 1
fortunately_the_rain 1
the_rain_that 1
rain_that_clogged 1
that_clogged_up 1
clogged_up_much 1
up_much_of 1
much_of_the 1
of_the_sunset 1
the_sunset_highway 1
sunset_highway_and 1
highway_and_parts 1
and_parts_of 1
parts_of_out 1
of_out_of 1
out_of_vancouver 1
of_vancouver_won't 1
vancouver_won't_be 1
won't_be_back 1
be_back_at 1
back_at_quitting 1
at_quitting_time 1
for_some_voters 1
some_voters_not 1
voters_not_being 1
not_being_dennis 1
being_dennis_kucinich 1
dennis_kucinich_will 1
kucinich_will_be 1
will_be_good 1
be_good_enough 1
good_enough_said 1
enough_said_sharkey 1
said_sharkey_a 1
sharkey_a_former 1
a_former_plain 1
former_plain_dealer 1
plain_dealer_editorial 1
dealer_editorial_page 1
editorial_page_editor 1
page_editor_who 1
editor_who_is 1
who_is_not 1
is_not_working 1
not_working_for 1
working_for_either 1
for_either_candidate 1
either_candidate_but 1
candidate_but_she 1
but_she_has 1
she_has_a 1
has_a_very 1
very_small_window 1
small_window_to 1
window_to_get 1
to_get_out 1
get_out_there 1
there_and_meet 1
and_meet_voters 1
meet_voters_plus 1
voters_plus_she 1
plus_she_is 1
she_is_handicapped 1
is_handicapped_due 1
handicapped_due_to 1
due_to_the 1
to_the_winter 1
the_winter_months 1
winter_months_without 1
months_without_any 1
without_any_big 1
any_big_festivals 1
big_festivals_or 1
festivals_or_fairs 1
hitchcock_would_like 1
would_like_to 1
like_to_see 1
to_see_improvement 1
see_improvement_in 1
improvement_in_one 1
in_one_area 1
one_area_of 1
area_of_sobotka's 1
of_sobotka's_offensive 1
sobotka's_offensive_game 1
offensive_game_he 1
game_he_had 1
he_had_shots 1
had_shots_on 1
shots_on_goal 1
on_goal_this 1
goal_this_season 1
this_season_and 1
season_and_missed 1
and_missed_shots 1
missed_shots_before 1
shots_before_wednesday 1
blanchard_has_gamely 1
has_gamely_agreed 1
gamely_agreed_to 1
agreed_to_interviews 1
to_interviews_about 1
interviews_about_the 1
about_the_humiliating 1
the_humiliating_incident 1
humiliating_incident_if 1
incident_if_i 1
if_i_can 1
i_can_get 1
can_get_some 1
some_good_publicity 1
good_publicity_for 1
publicity_for_bowling 1
for_bowling_out 1
bowling_out_if 1
out_if_it 1
if_it_it 1
it_it_would 1
would_be_great 1
be_great_he 1
great_he_said 1
yet_tolls_have 1
tolls_have_gone 1
have_gone_up 1
gone_up_and 1
up_and_our 1
and_our_governor 1
our_governor_still 1
governor_still_wants 1
still_wants_more 1
wants_more_â 1
more_â_to 1
â_to_extend 1
to_extend_the 1
extend_the_current 1
the_current_percent 1
current_percent_sales 1
percent_sales_tax 1
sales_tax_to 1
tax_to_gasoline 1
to_gasoline_and 1
gasoline_and_perhaps 1
and_perhaps_to 1
perhaps_to_add 1
to_add_another 1
add_another_percent 1
another_percent_hike 1
percent_hike_in 1
hike_in_the 1
in_the_sales 1
the_sales_tax 1
sales_tax_which 1
tax_which_he 1
which_he_raised 1
he_raised_percent 1
raised_percent_just 1
percent_just_four 1
just_four_years 1
four_years_ago 1
years_ago_all 1
ago_all_this 1
all_this_is 1
this_is_said 1
is_said_to 1
said_to_be 1
to_be_necessary 1
be_necessary_so 1
necessary_so_that 1
so_that_we 1
that_we_can 1
we_can_meet 1
can_meet_transportation 1
meet_transportation_needs 1
transportation_needs_for 1
needs_for_bridges 1
for_bridges_and 1
bridges_and_roads 1
and_roads_oh 1
roads_oh_and 1
oh_and_gov 1
and_gov_martin 1
gov_martin_o'malleyalso 1
martin_o'malleyalso_wants 1
o'malleyalso_wants_to 1
wants_to_increase 1
increase_the_flush 1
the_flush_tax 1
flush_tax_to 1
tax_to_save 1
to_save_the 1
save_the_chesapeake 1
the_chesapeake_bay 1
chesapeake_bay_a 1
bay_a_cause 1
a_cause_that 1
cause_that_has 1
that_has_become 1
become_a_black 1
a_black_hole 1
black_hole_for 1
hole_for_money 1
for_money_pouring 1
money_pouring_into 1
pouring_into_annapolis 1
into_annapolis_without 1
annapolis_without_much 1
without_much_of 1
much_of_a 1
of_a_demonstrable 1
a_demonstrable_result 1
workday_is_an 1
is_an_epa 1
an_epa_percent 1
epa_percent_green 1
percent_green_power 1
green_power_purchaser 1
power_purchaser_and 1
purchaser_and_its 1
and_its_internal 1
its_internal_green 1
internal_green_team 1
green_team_focuses 1
team_focuses_on 1
focuses_on_earth-friendly 1
on_earth-friendly_solutions 1
earth-friendly_solutions_in 1
solutions_in_everyday 1
in_everyday_professional 1
everyday_professional_and 1
professional_and_personal 1
and_personal_activities 1
personal_activities_workday 1
activities_workday_ranked 1
workday_ranked_tops 1
ranked_tops_in 1
tops_in_the 1
in_the_midsize 1
the_midsize_business 1
midsize_business_category 1
â_kudos_to 1
kudos_to_the 1
to_the_new 1
